subject	activity	variable	Mean
8	WALKING	tBodyAcc-mean-Y	-0.0144537072594949
8	WALKING	tBodyAcc-mean-Z	-0.109006309141414
8	WALKING	tGravityAcc-mean-X	0.601782571919192
8	WALKING	tGravityAcc-mean-Y	0.187298246666667
8	WALKING	tGravityAcc-mean-Z	0.177007409196192
8	WALKING	tBodyAccJerk-mean-X	0.0686095366464646
8	WALKING	tBodyAccJerk-mean-Y	0.00496415698757576
8	WALKING	tBodyAccJerk-mean-Z	-0.0110211649991919
8	WALKING	tBodyGyro-mean-X	-0.0246599261523232
8	WALKING	tBodyGyro-mean-Y	-0.0744394650058586
8	WALKING	tBodyGyro-mean-Z	0.0811768351261616
8	WALKING	tBodyGyroJerk-mean-X	-0.107118837989899
8	WALKING	tBodyGyroJerk-mean-Y	-0.036876527389899
8	WALKING	tBodyGyroJerk-mean-Z	-0.0602582019292929
8	WALKING	tBodyAccMag-mean	-0.684607146515152
8	WALKING	tGravityAccMag-mean	-0.684607146515152
8	WALKING	tBodyAccJerkMag-mean	-0.725727509270707
8	WALKING	tBodyGyroMag-mean	-0.663265892582828
8	WALKING	tBodyGyroJerkMag-mean	-0.790885296565657
8	WALKING	fBodyAcc-mean-X	-0.744952162134343
8	WALKING	fBodyAcc-mean-Y	-0.581854533434343
8	WALKING	fBodyAcc-mean-Z	-0.779333525707071
8	WALKING	fBodyAccJerk-mean-X	-0.766583223
8	WALKING	fBodyAccJerk-mean-Y	-0.6623484276
8	WALKING	fBodyAccJerk-mean-Z	-0.825870984707071
8	WALKING	fBodyGyro-mean-X	-0.683114151139394
8	WALKING	fBodyGyro-mean-Y	-0.757568269575758
8	WALKING	fBodyGyro-mean-Z	-0.758361298306364
8	WALKING	fBodyAccMag-mean	-0.693568388292929
8	WALKING	fBodyBodyAccJerkMag-mean	-0.715745792606061
8	WALKING	fBodyBodyGyroMag-mean	-0.741679153929293
8	WALKING	fBodyBodyGyroJerkMag-mean	-0.817455544646465
8	WALKING	tBodyAcc-std-X	-0.74865488820202
8	WALKING	tBodyAcc-std-Y	-0.563450610434343
8	WALKING	tBodyAcc-std-Z	-0.764554510484848
8	WALKING	tGravityAcc-std-X	-0.974751332424242
8	WALKING	tGravityAcc-std-Y	-0.955912054070707
8	WALKING	tGravityAcc-std-Z	-0.956116882020202
8	WALKING	tBodyAccJerk-std-X	-0.75891396439596
8	WALKING	tBodyAccJerk-std-Y	-0.622728559242424
8	WALKING	tBodyAccJerk-std-Z	-0.839104346969697
8	WALKING	tBodyGyro-std-X	-0.722590642727273
8	WALKING	tBodyGyro-std-Y	-0.737675052783838
8	WALKING	tBodyGyro-std-Z	-0.758998747676768
8	WALKING	tBodyGyroJerk-std-X	-0.735883130212121
8	WALKING	tBodyGyroJerk-std-Y	-0.817212596262626
8	WALKING	tBodyGyroJerk-std-Z	-0.821631316060606
8	WALKING	tBodyAccMag-std	-0.71328703040404
8	WALKING	tGravityAccMag-std	-0.71328703040404
8	WALKING	tBodyAccJerkMag-std	-0.72913616179798
8	WALKING	tBodyGyroMag-std	-0.72093816099596
8	WALKING	tBodyGyroJerkMag-std	-0.825828347373737
8	WALKING	fBodyAcc-std-X	-0.750599893474747
8	WALKING	fBodyAcc-std-Y	-0.581953413010101
8	WALKING	fBodyAcc-std-Z	-0.775167074012121
8	WALKING	fBodyAccJerk-std-X	-0.772811330494949
8	WALKING	fBodyAccJerk-std-Y	-0.605587691511111
8	WALKING	fBodyAccJerk-std-Z	-0.850822301313131
8	WALKING	fBodyGyro-std-X	-0.736277288818182
8	WALKING	fBodyGyro-std-Y	-0.728609463015152
8	WALKING	fBodyGyro-std-Z	-0.781839004848485
8	WALKING	fBodyAccMag-std	-0.770877890434343
8	WALKING	fBodyBodyAccJerkMag-std	-0.749236439787879
8	WALKING	fBodyBodyGyroMag-std	-0.755554747464646
8	WALKING	fBodyBodyGyroJerkMag-std	-0.850242418585859
8	WALKING_UPSTAIRS	tBodyAcc-mean-X	0.266674048906593
8	WALKING_UPSTAIRS	tBodyAcc-mean-Y	-0.0202216031321978
8	WALKING_UPSTAIRS	tBodyAcc-mean-Z	-0.105614723352747
8	WALKING_UPSTAIRS	tGravityAcc-mean-X	0.672365454230769
8	WALKING_UPSTAIRS	tGravityAcc-mean-Y	-0.0550675502272528
8	WALKING_UPSTAIRS	tGravityAcc-mean-Z	0.0328742204443956
8	WALKING_UPSTAIRS	tBodyAccJerk-mean-X	0.0927048369369231
8	WALKING_UPSTAIRS	tBodyAccJerk-mean-Y	-0.00137201536971429
8	WALKING_UPSTAIRS	tBodyAccJerk-mean-Z	-0.0243776605506593
8	WALKING_UPSTAIRS	tBodyGyro-mean-X	0.0189575502203297
8	WALKING_UPSTAIRS	tBodyGyro-mean-Y	-0.100127874875824
8	WALKING_UPSTAIRS	tBodyGyro-mean-Z	0.0547905121285714
8	WALKING_UPSTAIRS	tBodyGyroJerk-mean-X	-0.103800903023626
8	WALKING_UPSTAIRS	tBodyGyroJerk-mean-Y	-0.0418414216578022
8	WALKING_UPSTAIRS	tBodyGyroJerk-mean-Z	-0.0572174004291209
8	WALKING_UPSTAIRS	tBodyAccMag-mean	-0.350982093868132
8	WALKING_UPSTAIRS	tGravityAccMag-mean	-0.350982093868132
8	WALKING_UPSTAIRS	tBodyAccJerkMag-mean	-0.43009251566033
8	WALKING_UPSTAIRS	tBodyGyroMag-mean	-0.374467449722308
8	WALKING_UPSTAIRS	tBodyGyroJerkMag-mean	-0.60984136456044
8	WALKING_UPSTAIRS	fBodyAcc-mean-X	-0.493100898158791
8	WALKING_UPSTAIRS	fBodyAcc-mean-Y	-0.262394129472527
8	WALKING_UPSTAIRS	fBodyAcc-mean-Z	-0.426764775743407
8	WALKING_UPSTAIRS	fBodyAccJerk-mean-X	-0.496470870779121
8	WALKING_UPSTAIRS	fBodyAccJerk-mean-Y	-0.405368968365934
8	WALKING_UPSTAIRS	fBodyAccJerk-mean-Z	-0.545511445001648
8	WALKING_UPSTAIRS	fBodyGyro-mean-X	-0.556923952791209
8	WALKING_UPSTAIRS	fBodyGyro-mean-Y	-0.477139862384066
8	WALKING_UPSTAIRS	fBodyGyro-mean-Z	-0.398930833626374
8	WALKING_UPSTAIRS	fBodyAccMag-mean	-0.413399661273626
8	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean	-0.427796629448901
8	WALKING_UPSTAIRS	fBodyBodyGyroMag-mean	-0.538348071541758
8	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-mean	-0.639438448496154
8	WALKING_UPSTAIRS	tBodyAcc-std-X	-0.492827508658791
8	WALKING_UPSTAIRS	tBodyAcc-std-Y	-0.232940759736264
8	WALKING_UPSTAIRS	tBodyAcc-std-Z	-0.355279828382418
8	WALKING_UPSTAIRS	tGravityAcc-std-X	-0.943108468384615
8	WALKING_UPSTAIRS	tGravityAcc-std-Y	-0.944385490274725
8	WALKING_UPSTAIRS	tGravityAcc-std-Z	-0.905264808527472
8	WALKING_UPSTAIRS	tBodyAccJerk-std-X	-0.476492149967033
8	WALKING_UPSTAIRS	tBodyAccJerk-std-Y	-0.369514157182418
8	WALKING_UPSTAIRS	tBodyAccJerk-std-Z	-0.575477616297802
8	WALKING_UPSTAIRS	tBodyGyro-std-X	-0.620116117863736
8	WALKING_UPSTAIRS	tBodyGyro-std-Y	-0.480245370202198
8	WALKING_UPSTAIRS	tBodyGyro-std-Z	-0.376704871767033
8	WALKING_UPSTAIRS	tBodyGyroJerk-std-X	-0.641858248288461
8	WALKING_UPSTAIRS	tBodyGyroJerk-std-Y	-0.610128463632967
8	WALKING_UPSTAIRS	tBodyGyroJerk-std-Z	-0.627616233532967
8	WALKING_UPSTAIRS	tBodyAccMag-std	-0.467415039361538
8	WALKING_UPSTAIRS	tGravityAccMag-std	-0.467415039361538
8	WALKING_UPSTAIRS	tBodyAccJerkMag-std	-0.474901933907692
8	WALKING_UPSTAIRS	tBodyGyroMag-std	-0.505532707924725
8	WALKING_UPSTAIRS	tBodyGyroJerkMag-std	-0.656008680989011
8	WALKING_UPSTAIRS	fBodyAcc-std-X	-0.495451225035714
8	WALKING_UPSTAIRS	fBodyAcc-std-Y	-0.268071852098901
8	WALKING_UPSTAIRS	fBodyAcc-std-Z	-0.370711173704945
8	WALKING_UPSTAIRS	fBodyAccJerk-std-X	-0.50375369885989
8	WALKING_UPSTAIRS	fBodyAccJerk-std-Y	-0.375199658110989
8	WALKING_UPSTAIRS	fBodyAccJerk-std-Z	-0.604806207873626
8	WALKING_UPSTAIRS	fBodyGyro-std-X	-0.64209298143956
8	WALKING_UPSTAIRS	fBodyGyro-std-Y	-0.488490067373626
8	WALKING_UPSTAIRS	fBodyGyro-std-Z	-0.430017097315385
8	WALKING_UPSTAIRS	fBodyAccMag-std	-0.5867768587
8	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-std	-0.546655472807692
8	WALKING_UPSTAIRS	fBodyBodyGyroMag-std	-0.572007930837912
8	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-std	-0.704299790384615
9	STANDING	tBodyAcc-mean-X	0.270313841621528
9	STANDING	tBodyAcc-mean-Y	-0.0209466555412396
9	STANDING	tBodyAcc-mean-Z	-0.101233826213889
9	STANDING	tGravityAcc-mean-X	0.670845545555556
9	STANDING	tGravityAcc-mean-Y	-0.0467446999509028
9	STANDING	tGravityAcc-mean-Z	0.104353653032743
9	STANDING	tBodyAccJerk-mean-X	0.0840171430291667
9	STANDING	tBodyAccJerk-mean-Y	0.00678485848399306
9	STANDING	tBodyAccJerk-mean-Z	-0.00102998088194444
9	STANDING	tBodyGyro-mean-X	-0.0701318154561458
9	STANDING	tBodyGyro-mean-Y	-0.0729884312991667
9	STANDING	tBodyGyro-mean-Z	0.109092913237986
9	STANDING	tBodyGyroJerk-mean-X	-0.0892254930640278
9	STANDING	tBodyGyroJerk-mean-Y	-0.0397344421815972
9	STANDING	tBodyGyroJerk-mean-Z	-0.053402884281875
9	STANDING	tBodyAccMag-mean	-0.505183470509188
9	STANDING	tGravityAccMag-mean	-0.505183470509188
9	STANDING	tBodyAccJerkMag-mean	-0.621608245092361
9	STANDING	tBodyGyroMag-mean	-0.550201866572569
9	STANDING	tBodyGyroJerkMag-mean	-0.7629795809375
9	STANDING	fBodyAcc-mean-X	-0.579258404408681
9	STANDING	fBodyAcc-mean-Y	-0.610267804090278
9	STANDING	fBodyAcc-mean-Z	-0.592119122804271
9	STANDING	fBodyAccJerk-mean-X	-0.621377141312847
9	STANDING	fBodyAccJerk-mean-Y	-0.699766614569444
9	STANDING	fBodyAccJerk-mean-Z	-0.702931927996528
9	STANDING	fBodyGyro-mean-X	-0.639863219559028
9	STANDING	fBodyGyro-mean-Y	-0.683924287600694
9	STANDING	fBodyGyro-mean-Z	-0.612680463163889
9	STANDING	fBodyAccMag-mean	-0.553186448295139
9	STANDING	fBodyBodyAccJerkMag-mean	-0.609193721940625
9	STANDING	fBodyBodyGyroMag-mean	-0.700863097986111
9	STANDING	fBodyBodyGyroJerkMag-mean	-0.786473954201389
9	STANDING	tBodyAcc-std-X	-0.555656544538194
9	STANDING	tBodyAcc-std-Y	-0.5758878952125
9	STANDING	tBodyAcc-std-Z	-0.506111776081806
9	STANDING	tGravityAcc-std-X	-0.958784666180556
9	STANDING	tGravityAcc-std-Y	-0.949938115208333
9	STANDING	tGravityAcc-std-Z	-0.920554317815972
9	STANDING	tBodyAccJerk-std-X	-0.578305161360069
9	STANDING	tBodyAccJerk-std-Y	-0.678923872274306
9	STANDING	tBodyAccJerk-std-Z	-0.721610094569444
9	STANDING	tBodyGyro-std-X	-0.676452392569444
9	STANDING	tBodyGyro-std-Y	-0.670498220701389
9	STANDING	tBodyGyro-std-Z	-0.587557692291458
9	STANDING	tBodyGyroJerk-std-X	-0.7617108665625
9	STANDING	tBodyGyroJerk-std-Y	-0.773273878854167
9	STANDING	tBodyGyroJerk-std-Z	-0.744656038298611
9	STANDING	tBodyAccMag-std	-0.553038255314792
9	STANDING	tGravityAccMag-std	-0.553038255314792
9	STANDING	tBodyAccJerkMag-std	-0.608862145384722
9	STANDING	tBodyGyroMag-std	-0.663198385034722
9	STANDING	tBodyGyroJerkMag-std	-0.786176892048611
9	STANDING	fBodyAcc-std-X	-0.547995744907986
9	STANDING	fBodyAcc-std-Y	-0.586766083232639
9	STANDING	fBodyAcc-std-Z	-0.501074006965903
9	STANDING	fBodyAccJerk-std-X	-0.572819893733993
9	STANDING	fBodyAccJerk-std-Y	-0.679065855003472
9	STANDING	fBodyAccJerk-std-Z	-0.739139922708333
9	STANDING	fBodyGyro-std-X	-0.690689895534722
9	STANDING	fBodyGyro-std-Y	-0.667203220760417
9	STANDING	fBodyGyro-std-Z	-0.619468634127778
9	STANDING	fBodyAccMag-std	-0.624456827182986
9	STANDING	fBodyBodyAccJerkMag-std	-0.611619343190972
9	STANDING	fBodyBodyGyroMag-std	-0.697729432621528
9	STANDING	fBodyBodyGyroJerkMag-std	-0.801296292638889
10	LAYING	tBodyAcc-mean-X	0.276977089565657
10	LAYING	tBodyAcc-mean-Y	-0.0170332984576263
10	LAYING	tBodyAcc-mean-Z	-0.110873504487879
10	LAYING	tGravityAcc-mean-X	0.740684960252525
10	LAYING	tGravityAcc-mean-Y	-0.207161356161616
10	LAYING	tGravityAcc-mean-Z	0.108410428305944
10	LAYING	tBodyAccJerk-mean-X	0.0794633942257576
10	LAYING	tBodyAccJerk-mean-Y	0.0169399674191919
10	LAYING	tBodyAccJerk-mean-Z	-0.0162372728227273
10	LAYING	tBodyGyro-mean-X	-0.0150986647713131
10	LAYING	tBodyGyro-mean-Y	-0.0917433860077424
10	LAYING	tBodyGyro-mean-Z	0.0852285528396465
10	LAYING	tBodyGyroJerk-mean-X	-0.111993956719192
10	LAYING	tBodyGyroJerk-mean-Y	-0.0397793980300505
10	LAYING	tBodyGyroJerk-mean-Z	-0.0573109579154545
10	LAYING	tBodyAccMag-mean	-0.357419738586162
10	LAYING	tGravityAccMag-mean	-0.357419738586162
10	LAYING	tBodyAccJerkMag-mean	-0.462110641822066
10	LAYING	tBodyGyroMag-mean	-0.388314506775758
10	LAYING	tBodyGyroJerkMag-mean	-0.665691018181818
10	LAYING	fBodyAcc-mean-X	-0.391578450863636
10	LAYING	fBodyAcc-mean-Y	-0.384966594429798
10	LAYING	fBodyAcc-mean-Z	-0.554573027192929
10	LAYING	fBodyAccJerk-mean-X	-0.412057314516667
10	LAYING	fBodyAccJerk-mean-Y	-0.463058241109444
10	LAYING	fBodyAccJerk-mean-Z	-0.645684616799495
10	LAYING	fBodyGyro-mean-X	-0.523601248676313
10	LAYING	fBodyGyro-mean-Y	-0.545223158712121
10	LAYING	fBodyGyro-mean-Z	-0.458413809783333
10	LAYING	fBodyAccMag-mean	-0.388684286908081
10	LAYING	fBodyBodyAccJerkMag-mean	-0.385138891111111
10	LAYING	fBodyBodyGyroMag-mean	-0.572513090661616
10	LAYING	fBodyBodyGyroJerkMag-mean	-0.710849269646465
10	LAYING	tBodyAcc-std-X	-0.391986316171717
10	LAYING	tBodyAcc-std-Y	-0.385673788492929
10	LAYING	tBodyAcc-std-Z	-0.498647004568434
10	LAYING	tGravityAcc-std-X	-0.964710125
10	LAYING	tGravityAcc-std-Y	-0.95504237949495
10	LAYING	tGravityAcc-std-Z	-0.927801700555556
10	LAYING	tBodyAccJerk-std-X	-0.388135257723232
10	LAYING	tBodyAccJerk-std-Y	-0.446206050364596
10	LAYING	tBodyAccJerk-std-Z	-0.68333034690404
10	LAYING	tBodyGyro-std-X	-0.58889324085202
10	LAYING	tBodyGyro-std-Y	-0.465358408925253
10	LAYING	tBodyGyro-std-Z	-0.496858788129293
10	LAYING	tBodyGyroJerk-std-X	-0.632505796969697
10	LAYING	tBodyGyroJerk-std-Y	-0.708431890757576
10	LAYING	tBodyGyroJerk-std-Z	-0.607442629772727
10	LAYING	tBodyAccMag-std	-0.424185928311495
10	LAYING	tGravityAccMag-std	-0.424185928311495
10	LAYING	tBodyAccJerkMag-std	-0.409095655168687
10	LAYING	tBodyGyroMag-std	-0.522604974987475
10	LAYING	tBodyGyroJerkMag-std	-0.714913442525253
10	LAYING	fBodyAcc-std-X	-0.393411346447475
10	LAYING	fBodyAcc-std-Y	-0.42583273029202
10	LAYING	fBodyAcc-std-Z	-0.511764535653535
10	LAYING	fBodyAccJerk-std-X	-0.418627017293636
10	LAYING	fBodyAccJerk-std-Y	-0.466687914596465
10	LAYING	fBodyAccJerk-std-Z	-0.72073657040404
10	LAYING	fBodyGyro-std-X	-0.612021917085859
10	LAYING	fBodyGyro-std-Y	-0.429815824722222
10	LAYING	fBodyGyro-std-Z	-0.556786812576768
10	LAYING	fBodyAccMag-std	-0.535760386288384
10	LAYING	fBodyBodyAccJerkMag-std	-0.447367612044293
10	LAYING	fBodyBodyGyroMag-std	-0.573538825626263
10	LAYING	fBodyBodyGyroJerkMag-std	-0.741397840909091
10	STANDING	tBodyAcc-mean-X	0.276583204166667
10	STANDING	tBodyAcc-mean-Y	-0.0194909304979167
10	STANDING	tBodyAcc-mean-Z	-0.1121843393125
10	STANDING	tGravityAcc-mean-X	0.441236068541667
10	STANDING	tGravityAcc-mean-Y	0.2005691803125
10	STANDING	tGravityAcc-mean-Z	-0.05453204484375
10	STANDING	tBodyAccJerk-mean-X	0.080527512159375
10	STANDING	tBodyAccJerk-mean-Y	0.004611439794375
10	STANDING	tBodyAccJerk-mean-Z	-0.00128744623489583
10	STANDING	tBodyGyro-mean-X	-0.0255225107895833
10	STANDING	tBodyGyro-mean-Y	-0.0699903917025
10	STANDING	tBodyGyro-mean-Z	0.10298476965625
10	STANDING	tBodyGyroJerk-mean-X	-0.10022438078125
10	STANDING	tBodyGyroJerk-mean-Y	-0.0478723615625
10	STANDING	tBodyGyroJerk-mean-Z	-0.0519245405385417
10	STANDING	tBodyAccMag-mean	-0.801728673104167
10	STANDING	tGravityAccMag-mean	-0.801728673104167
10	STANDING	tBodyAccJerkMag-mean	-0.8162927158125
10	STANDING	tBodyGyroMag-mean	-0.797174474479167
10	STANDING	tBodyGyroJerkMag-mean	-0.876313803854167
10	STANDING	fBodyAcc-mean-X	-0.822505930166667
10	STANDING	fBodyAcc-mean-Y	-0.720876538833333
10	STANDING	fBodyAcc-mean-Z	-0.862321343125
10	STANDING	fBodyAccJerk-mean-X	-0.826063598282292
10	STANDING	fBodyAccJerk-mean-Y	-0.744950073
10	STANDING	fBodyAccJerk-mean-Z	-0.878450186458333
10	STANDING	fBodyGyro-mean-X	-0.819983751770833
10	STANDING	fBodyGyro-mean-Y	-0.861050933645833
10	STANDING	fBodyGyro-mean-Z	-0.792357543844792
10	STANDING	fBodyAccMag-mean	-0.786961677072917
10	STANDING	fBodyBodyAccJerkMag-mean	-0.783269770302083
10	STANDING	fBodyBodyGyroMag-mean	-0.845024943541667
10	STANDING	fBodyBodyGyroJerkMag-mean	-0.8851999225
10	STANDING	tBodyAcc-std-X	-0.838564338333333
10	STANDING	tBodyAcc-std-Y	-0.727853336020833
10	STANDING	tBodyAcc-std-Z	-0.854294969270833
10	STANDING	tGravityAcc-std-X	-0.968072754375
10	STANDING	tGravityAcc-std-Y	-0.953455064479167
10	STANDING	tGravityAcc-std-Z	-0.961197428552083
10	STANDING	tBodyAccJerk-std-X	-0.820707124664583
10	STANDING	tBodyAccJerk-std-Y	-0.7341746674375
10	STANDING	tBodyAccJerk-std-Z	-0.889739520625
10	STANDING	tBodyGyro-std-X	-0.849243536458333
10	STANDING	tBodyGyro-std-Y	-0.851156069375
10	STANDING	tBodyGyro-std-Z	-0.807039630885417
10	STANDING	tBodyGyroJerk-std-X	-0.849140011666667
10	STANDING	tBodyGyroJerk-std-Y	-0.892824673645833
10	STANDING	tBodyGyroJerk-std-Z	-0.850475350104167
10	STANDING	tBodyAccMag-std	-0.795247255416667
10	STANDING	tGravityAccMag-std	-0.795247255416667
10	STANDING	tBodyAccJerkMag-std	-0.777345431613542
10	STANDING	tBodyGyroMag-std	-0.834377870416667
10	STANDING	tBodyGyroJerkMag-std	-0.880007876041667
10	STANDING	fBodyAcc-std-X	-0.845922740729167
10	STANDING	fBodyAcc-std-Y	-0.751383960510417
10	STANDING	fBodyAcc-std-Z	-0.86121794721875
10	STANDING	fBodyAccJerk-std-X	-0.831379930459062
10	STANDING	fBodyAccJerk-std-Y	-0.7410383354375
10	STANDING	fBodyAccJerk-std-Z	-0.899683347916667
10	STANDING	fBodyGyro-std-X	-0.858958473125
10	STANDING	fBodyGyro-std-Y	-0.846707374791667
10	STANDING	fBodyGyro-std-Z	-0.829842093020833
10	STANDING	fBodyAccMag-std	-0.834157293125
10	STANDING	fBodyBodyAccJerkMag-std	-0.770950588979167
10	STANDING	fBodyBodyGyroMag-std	-0.856745923229167
10	STANDING	fBodyBodyGyroJerkMag-std	-0.881496240729167
11	WALKING_UPSTAIRS	tBodyAcc-mean-X	0.27658531139557
11	WALKING_UPSTAIRS	tBodyAcc-mean-Y	-0.0191272531933228
11	WALKING_UPSTAIRS	tBodyAcc-mean-Z	-0.108941761642405
11	WALKING_UPSTAIRS	tGravityAcc-mean-X	0.730526184936709
11	WALKING_UPSTAIRS	tGravityAcc-mean-Y	0.0527387028613924
11	WALKING_UPSTAIRS	tGravityAcc-mean-Z	0.140209861246835
11	WALKING_UPSTAIRS	tBodyAccJerk-mean-X	0.0830134540658228
11	WALKING_UPSTAIRS	tBodyAccJerk-mean-Y	0.0078044254343038
11	WALKING_UPSTAIRS	tBodyAccJerk-mean-Z	-0.00657424975259494
11	WALKING_UPSTAIRS	tBodyGyro-mean-X	-0.0547328440272468
11	WALKING_UPSTAIRS	tBodyGyro-mean-Y	-0.0582275770813291
11	WALKING_UPSTAIRS	tBodyGyro-mean-Z	0.087284109682356
11	WALKING_UPSTAIRS	tBodyGyroJerk-mean-X	-0.0805473309873418
11	WALKING_UPSTAIRS	tBodyGyroJerk-mean-Y	-0.0493914065474684
11	WALKING_UPSTAIRS	tBodyGyroJerk-mean-Z	-0.0480140167267405
11	WALKING_UPSTAIRS	tBodyAccMag-mean	-0.542825032813608
11	WALKING_UPSTAIRS	tGravityAccMag-mean	-0.542825032813608
11	WALKING_UPSTAIRS	tBodyAccJerkMag-mean	-0.679819504547468
11	WALKING_UPSTAIRS	tBodyGyroMag-mean	-0.628367851066456
11	WALKING_UPSTAIRS	tBodyGyroJerkMag-mean	-0.826829028481013
11	WALKING_UPSTAIRS	fBodyAcc-mean-X	-0.619524028324684
11	WALKING_UPSTAIRS	fBodyAcc-mean-Y	-0.531455265662532
11	WALKING_UPSTAIRS	fBodyAcc-mean-Z	-0.750026145791139
11	WALKING_UPSTAIRS	fBodyAccJerk-mean-X	-0.676672987166456
11	WALKING_UPSTAIRS	fBodyAccJerk-mean-Y	-0.632374688606013
11	WALKING_UPSTAIRS	fBodyAccJerk-mean-Z	-0.825559590221519
11	WALKING_UPSTAIRS	fBodyGyro-mean-X	-0.709949332117089
11	WALKING_UPSTAIRS	fBodyGyro-mean-Y	-0.776852868955696
11	WALKING_UPSTAIRS	fBodyGyro-mean-Z	-0.708842979272152
11	WALKING_UPSTAIRS	fBodyAccMag-mean	-0.611528074359177
11	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean	-0.656133473274684
11	WALKING_UPSTAIRS	fBodyBodyGyroMag-mean	-0.757585939588608
11	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-mean	-0.864827011392405
11	WALKING_UPSTAIRS	tBodyAcc-std-X	-0.58947649779557
11	WALKING_UPSTAIRS	tBodyAcc-std-Y	-0.490379346996835
11	WALKING_UPSTAIRS	tBodyAcc-std-Z	-0.665324314227848
11	WALKING_UPSTAIRS	tGravityAcc-std-X	-0.975394457689873
11	WALKING_UPSTAIRS	tGravityAcc-std-Y	-0.957138770727848
11	WALKING_UPSTAIRS	tGravityAcc-std-Z	-0.956812000411392
11	WALKING_UPSTAIRS	tBodyAccJerk-std-X	-0.659323083055063
11	WALKING_UPSTAIRS	tBodyAccJerk-std-Y	-0.608784226719937
11	WALKING_UPSTAIRS	tBodyAccJerk-std-Z	-0.842511816044304
11	WALKING_UPSTAIRS	tBodyGyro-std-X	-0.739922126628797
11	WALKING_UPSTAIRS	tBodyGyro-std-Y	-0.703501766487342
11	WALKING_UPSTAIRS	tBodyGyro-std-Z	-0.725016008797468
11	WALKING_UPSTAIRS	tBodyGyroJerk-std-X	-0.781738140601266
11	WALKING_UPSTAIRS	tBodyGyroJerk-std-Y	-0.868377254082279
11	WALKING_UPSTAIRS	tBodyGyroJerk-std-Z	-0.795490882468354
11	WALKING_UPSTAIRS	tBodyAccMag-std	-0.612882270912658
11	WALKING_UPSTAIRS	tGravityAccMag-std	-0.612882270912658
11	WALKING_UPSTAIRS	tBodyAccJerkMag-std	-0.664241760370253
11	WALKING_UPSTAIRS	tBodyGyroMag-std	-0.696771378957911
11	WALKING_UPSTAIRS	tBodyGyroJerkMag-std	-0.866905012626582
11	WALKING_UPSTAIRS	fBodyAcc-std-X	-0.579491754749367
11	WALKING_UPSTAIRS	fBodyAcc-std-Y	-0.502570240243354
11	WALKING_UPSTAIRS	fBodyAcc-std-Z	-0.652095671108544
11	WALKING_UPSTAIRS	fBodyAccJerk-std-X	-0.672195644346519
11	WALKING_UPSTAIRS	fBodyAccJerk-std-Y	-0.609444998247785
11	WALKING_UPSTAIRS	fBodyAccJerk-std-Z	-0.858259630601266
11	WALKING_UPSTAIRS	fBodyGyro-std-X	-0.751758277167721
11	WALKING_UPSTAIRS	fBodyGyro-std-Y	-0.670892713066772
11	WALKING_UPSTAIRS	fBodyGyro-std-Z	-0.75596062835443
11	WALKING_UPSTAIRS	fBodyAccMag-std	-0.674470159009494
11	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-std	-0.676925075857595
11	WALKING_UPSTAIRS	fBodyBodyGyroMag-std	-0.711267219682278
11	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-std	-0.879254016740506
12	LAYING	tBodyAcc-mean-X	0.27360872421875
12	LAYING	tBodyAcc-mean-Y	-0.018337204411489
12	LAYING	tBodyAcc-mean-Z	-0.106649116775
12	LAYING	tGravityAcc-mean-X	0.69922245131875
12	LAYING	tGravityAcc-mean-Y	0.029976775735
12	LAYING	tGravityAcc-mean-Z	0.0330295544910625
12	LAYING	tBodyAccJerk-mean-X	0.070430311315625
12	LAYING	tBodyAccJerk-mean-Y	0.0053115377979375
12	LAYING	tBodyAccJerk-mean-Z	0.0003081123684
12	LAYING	tBodyGyro-mean-X	-0.0628663472537188
12	LAYING	tBodyGyro-mean-Y	-0.0592027333975
12	LAYING	tBodyGyro-mean-Z	0.0960742146838125
12	LAYING	tBodyGyroJerk-mean-X	-0.0731134377315625
12	LAYING	tBodyGyroJerk-mean-Y	-0.043678823491875
12	LAYING	tBodyGyroJerk-mean-Z	-0.0574585039485312
12	LAYING	tBodyAccMag-mean	-0.559586545675313
12	LAYING	tGravityAccMag-mean	-0.559586545675313
12	LAYING	tBodyAccJerkMag-mean	-0.6300504918575
12	LAYING	tBodyGyroMag-mean	-0.63166805889875
12	LAYING	tBodyGyroJerkMag-mean	-0.77729447821875
12	LAYING	fBodyAcc-mean-X	-0.578920210879375
12	LAYING	fBodyAcc-mean-Y	-0.523287078731563
12	LAYING	fBodyAcc-mean-Z	-0.7266403145
12	LAYING	fBodyAccJerk-mean-X	-0.599109317756219
12	LAYING	fBodyAccJerk-mean-Y	-0.591296422972219
12	LAYING	fBodyAccJerk-mean-Z	-0.7754265825625
12	LAYING	fBodyGyro-mean-X	-0.661246826087188
12	LAYING	fBodyGyro-mean-Y	-0.74479814778125
12	LAYING	fBodyGyro-mean-Z	-0.657369914584375
12	LAYING	fBodyAccMag-mean	-0.55928367746625
