"State Code","County Code","Site Num","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Sample Duration","Pullutant Standard","Metric Used","Method Name","Year","Units of Measure","Event Type","Observation Count","Observation Percent","Valid Day Count","Required Day Count","Exceptional Data Count","Null Data Count","Primary Exceedance Count","Secondary Exceedance Count","Certification Indicator","Num Obs Below MDL","Arithmetic Mean","Arithmetic Standard Dev","1st Max Value","1st Max DateTime","2nd Max Value","2nd Max DateTime","3rd Max Value","3rd Max DateTime","4th Max Value","4th Max DateTime","1st Max Non Overlapping Value","1st NO Max DateTime","2nd Max Non Overlapping Value","2nd NO Max DateTime","99th Percentile","98th Percentile","95th Percentile","90th Percentile","75th Percentile","50th Percentile","10th Percentile","Local Site Name","Address","State Name","County Name","City Name","CBSA Name","Date of Last Change"
"06","075","0005","42602",1,37.765946,-122.399044,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour","Daily Maximum 1-hour average","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",710,8,31,365,0,0,0,"","Certification not required",0,44.170968,11.098865,62.5,"2014-01-17 19:00",61.3,"2014-01-16 20:00",60,"2014-01-19 20:00",59,"2014-01-24 17:00","","","","",62.5,62.5,61.3,59,51.8,47,28.2,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","42602",1,37.765946,-122.399044,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","Observed values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",710,8,31,365,0,0,"","","Certification not required",0,27.666197,13.87705,62.5,"2014-01-17 19:00",61.3,"2014-01-16 20:00",60.2,"2014-01-17 18:00",60,"2014-01-19 20:00","","","","",58.5,54.9,50.7,45.7,37.9,28.7,8.5,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","42603",1,37.765946,-122.399044,"NAD83","Oxides of nitrogen (NOx)","1 HOUR","","Observed Values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",710,8,31,365,0,0,"","","Certification not required",0,50.466338,37.566194,202.6,"2014-01-07 08:00",199.9,"2014-01-14 08:00",199.4,"2014-01-15 08:00",186,"2014-01-16 08:00","","","","",177.3,139.8,119.3,101.1,74.4,41.6,11,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","44201",1,37.765946,-122.399044,"NAD83","Ozone","1 HOUR","Ozone 1-hour Daily 2005","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET",2014,"Parts per million","No Events",710,8,31,365,0,0,0,0,"Certification not required",295,0.026161,0.006629,0.041,"2014-01-23 16:00",0.035,"2014-01-19 13:00",0.035,"2014-01-30 12:00",0.034,"2014-01-05 14:00","","","","",0.041,0.041,0.035,0.034,0.031,0.027,0.018,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","44201",1,37.765946,-122.399044,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",736,8,31,365,0,0,0,0,"Certification not required",0,0.019452,0.006381,0.032,"2014-01-30 11:00",0.029,"2014-01-23 09:00",0.028,"2014-01-05 09:00",0.027,"2014-01-19 10:00","","","","",0.032,0.032,0.029,0.027,0.026,0.019,0.012,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","44201",1,37.765946,-122.399044,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",736,8,31,365,0,0,0,0,"Certification not required",0,0.019452,0.006381,0.032,"2014-01-30 11:00",0.029,"2014-01-23 09:00",0.028,"2014-01-05 09:00",0.027,"2014-01-19 10:00","","","","",0.032,0.032,0.029,0.027,0.026,0.019,0.012,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","88101",3,37.765946,-122.399044,"NAD83","PM2.5 - Local Conditions","1 HOUR","","Observed Values","Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation",2014,"Micrograms/cubic meter (LC)","No Events",738,8,31,365,0,0,"","","Certification not required",0,13.920054,9.056755,46,"2014-01-17 08:00",46,"2014-01-17 22:00",43,"2014-01-16 23:00",40,"2014-01-17 09:00","","","","",39,37,31,27,20,12,4,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","88101",3,37.765946,-122.399044,"NAD83","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2006","Daily Mean","",2014,"Micrograms/cubic meter (LC)","No Events",31,8,31,365,0,0,0,0,"Certification not required",0,13.890323,7.257013,33.2,"2014-01-17 00:00",25.7,"2014-01-24 00:00",25,"2014-01-06 00:00",22,"2014-01-19 00:00","","","","",33.2,33.2,25.7,22,18.3,13.1,6.1,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","075","0005","88101",3,37.765946,-122.399044,"NAD83","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2006","Quarterly Means of Daily Means","",2014,"Micrograms/cubic meter (LC)","No Events",31,8,31,365,0,0,"","","Certification not required",0,13.890323,7.257013,33.2,"2014-01-17 00:00",25.7,"2014-01-24 00:00",25,"2014-01-06 00:00",22,"2014-01-19 00:00","","","","",33.2,33.2,25.7,22,18.3,13.1,6.1,"San Francisco - Arkansas St.","10 ARKANSAS ST.","California","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","079","3001","42601",1,35.36631,-120.84271,"NAD83","Nitric oxide (NO)","1 HOUR","","Observed Values","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,30,365,0,39,"","","Certification not required",0,3.849645,4.43995,50,"2014-01-15 07:00",37,"2014-01-11 07:00",31,"2014-01-20 06:00",28,"2014-01-15 06:00","","","","",24,18,12,7,4,2,2,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","42602",1,35.36631,-120.84271,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour","Daily Maximum 1-hour average","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,30,365,0,39,0,"","Certification not required",0,20.2,8.984277,36,"2014-01-15 07:00",35,"2014-01-17 17:00",32,"2014-01-19 18:00",31,"2014-01-01 18:00","","","","",36,36,35,32,26,22,6,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","42602",1,35.36631,-120.84271,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","Observed values","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,30,365,0,39,"","","Certification not required",0,6.70922,6.314597,36,"2014-01-15 07:00",35,"2014-01-17 17:00",35,"2014-01-17 18:00",32,"2014-01-19 18:00","","","","",29,25,20,16,9,4,1,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","42603",1,35.36631,-120.84271,"NAD83","Oxides of nitrogen (NOx)","1 HOUR","","Observed Values","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,30,365,0,39,"","","Certification not required",0,11.021277,10.224794,86,"2014-01-15 07:00",66,"2014-01-11 07:00",63,"2014-01-17 18:00",62,"2014-01-17 17:00","","","","",55,43,31,24,13,7,4,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","44201",1,35.36631,-120.84271,"NAD83","Ozone","1 HOUR","Ozone 1-hour Daily 2005","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2014,"Parts per million","No Events",706,8,30,365,0,38,0,0,"Certification not required",5,0.041433,0.003963,0.049,"2014-01-18 13:00",0.049,"2014-01-22 15:00",0.048,"2014-01-19 14:00",0.047,"2014-01-24 14:00","","","","",0.049,0.049,0.049,0.048,0.044,0.042,0.037,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","44201",1,35.36631,-120.84271,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",727,8,31,365,0,0,0,0,"Certification not required",0,0.035516,0.004632,0.044,"2014-01-18 08:00",0.044,"2014-01-22 09:00",0.042,"2014-01-24 10:00",0.042,"2014-01-30 13:00","","","","",0.044,0.044,0.044,0.042,0.038,0.035,0.029,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","44201",1,35.36631,-120.84271,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",727,8,31,365,0,0,0,0,"Certification not required",0,0.035516,0.004632,0.044,"2014-01-18 08:00",0.044,"2014-01-22 09:00",0.042,"2014-01-24 10:00",0.042,"2014-01-30 13:00","","","","",0.044,0.044,0.044,0.042,0.038,0.035,0.029,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","61103",1,35.36631,-120.84271,"NAD83","Wind Speed - Resultant","1 HOUR","","Observed Values","Instrumental - Met One Sonic Anemometer Model 50.5",2014,"Knots","No Events",721,8,31,365,0,23,"","","Certification not required",0,3.972677,2.513843,15.5,"2014-01-13 07:00",15.5,"2014-01-13 08:00",15.5,"2014-01-13 09:00",14.2,"2014-01-13 06:00","","","","",11.8,10.3,9.1,7.8,4.8,3.5,1.4,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","61104",1,35.36631,-120.84271,"NAD83","Wind Direction - Resultant","1 HOUR","","Observed Values","Instrumental - Met One Sonic Anemometer Model 50.5",2014,"Degrees Compass","No Events",721,8,31,365,0,23,"","","Certification not required",0,145.224688,96.431205,359,"2014-01-22 14:00",357,"2014-01-10 05:00",356,"2014-01-31 09:00",351,"2014-01-31 02:00","","","","",343,315,300,286,257,103,40,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","3001","61106",1,35.36631,-120.84271,"NAD83","Std Dev Hz Wind Direction","1 HOUR","","Observed Values","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2014,"Degrees Compass","No Events",721,8,31,365,0,23,"","","Certification not required",0,21.946879,12.528308,75.7,"2014-01-05 03:00",73.2,"2014-01-22 00:00",72.8,"2014-01-27 22:00",72.3,"2014-01-28 23:00","","","","",64.8,59.6,49.4,40.2,25.7,18.6,10,"MORRO BAY POLICE DEPT STORAGE YARD","MORRO BAY BLVD & KERN AVE, MORRO BAY","California","San Luis Obispo","Morro Bay","San Luis Obispo-Paso Robles, CA","2014-02-19"
"06","079","8005","44201",1,35.64368,-120.23135,"NAD83","Ozone","1 HOUR","Ozone 1-hour Daily 2005","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2014,"Parts per million","No Events",657,8,29,365,0,87,0,0,"Certification not required",0,0.050483,0.008675,0.064,"2014-01-03 17:00",0.064,"2014-01-20 15:00",0.063,"2014-01-18 19:00",0.061,"2014-01-19 00:00","","","","",0.064,0.064,0.064,0.063,0.058,0.051,0.039,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8005","44201",1,35.64368,-120.23135,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",677,8,28,365,0,0,0,0,"Certification not required",0,0.048,0.008807,0.063,"2014-01-20 14:00",0.061,"2014-01-03 13:00",0.06,"2014-01-02 23:00",0.059,"2014-01-18 11:00","","","","",0.063,0.063,0.061,0.06,0.057,0.049,0.037,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8005","44201",1,35.64368,-120.23135,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",677,8,28,365,0,0,0,0,"Certification not required",0,0.048,0.008807,0.063,"2014-01-20 14:00",0.061,"2014-01-03 13:00",0.06,"2014-01-02 23:00",0.059,"2014-01-18 11:00","","","","",0.063,0.063,0.061,0.06,0.057,0.049,0.037,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8005","61103",1,35.64368,-120.23135,"NAD83","Wind Speed - Resultant","1 HOUR","","Observed Values","Instrumental - Met One Sonic Anemometer Model 50.5",2014,"Knots","No Events",742,8,31,365,0,2,"","","Certification not required",0,11.525741,4.822274,27.6,"2014-01-24 09:00",27.4,"2014-01-24 06:00",26.9,"2014-01-24 10:00",26.7,"2014-01-24 05:00","","","","",25.4,23,19.5,17.1,14.6,11.6,4.8,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8005","61104",1,35.64368,-120.23135,"NAD83","Wind Direction - Resultant","1 HOUR","","Observed Values","Instrumental - Met One Sonic Anemometer Model 50.5",2014,"Degrees Compass","No Events",742,8,31,365,0,2,"","","Certification not required",0,120.184636,60.451135,357,"2014-01-19 15:00",354,"2014-01-24 23:00",350,"2014-01-31 12:00",344,"2014-01-07 22:00","","","","",329,302,259,249,115,106,76,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8005","61106",1,35.64368,-120.23135,"NAD83","Std Dev Hz Wind Direction","1 HOUR","","Observed Values","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2014,"Degrees Compass","No Events",742,8,31,365,0,2,"","","Certification not required",0,7.233423,7.749401,73.2,"2014-01-07 05:00",56.5,"2014-01-07 23:00",51.1,"2014-01-11 09:00",50,"2014-01-23 17:00","","","","",45.2,38.1,23.8,11.6,7.2,5.2,2.6,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8005","62101",1,35.64368,-120.23135,"NAD83","Outdoor Temperature","1 HOUR","","Observed Values","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.",2014,"Degrees Fahrenheit","No Events",744,8,31,365,0,0,"","","Certification not required",0,53.997312,6.34792,71,"2014-01-17 13:00",70,"2014-01-17 12:00",70,"2014-01-17 14:00",70,"2014-01-19 15:00","","","","",69,67,65,62,58,54,46,"SUMMIT OF GILLIS CANYON ROAD","3601 GILLIS CANYON ROAD","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-13"
"06","079","8006","44201",1,35.35472,-120.04019,"NAD83","Ozone","1 HOUR","Ozone 1-hour Daily 2005","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2014,"Parts per million","No Events",711,8,31,365,0,33,0,0,"Certification not required",2,0.04571,0.005001,0.06,"2014-01-04 16:00",0.052,"2014-01-19 14:00",0.05,"2014-01-20 15:00",0.05,"2014-01-28 11:00","","","","",0.06,0.06,0.052,0.05,0.049,0.046,0.039,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","079","8006","44201",1,35.35472,-120.04019,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",739,8,31,365,0,0,0,0,"Certification not required",0,0.04071,0.00426,0.047,"2014-01-04 11:00",0.047,"2014-01-28 10:00",0.046,"2014-01-18 11:00",0.046,"2014-01-20 10:00","","","","",0.047,0.047,0.047,0.046,0.044,0.041,0.035,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","079","8006","44201",1,35.35472,-120.04019,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",739,8,31,365,0,0,0,0,"Certification not required",0,0.04071,0.00426,0.047,"2014-01-04 11:00",0.047,"2014-01-28 10:00",0.046,"2014-01-18 11:00",0.046,"2014-01-20 10:00","","","","",0.047,0.047,0.047,0.046,0.044,0.041,0.035,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","079","8006","61103",1,35.35472,-120.04019,"NAD83","Wind Speed - Resultant","1 HOUR","","Observed Values","Instrumental - Met One Sonic Anemometer Model 50.5",2014,"Knots","No Events",744,8,31,365,0,0,"","","Certification not required",0,3.139516,2.899459,16.8,"2014-01-30 10:00",15.8,"2014-01-30 11:00",15,"2014-01-30 09:00",13.9,"2014-01-30 12:00","","","","",12.2,11.5,9.6,7.5,4.3,2.2,0.7,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","079","8006","61104",1,35.35472,-120.04019,"NAD83","Wind Direction - Resultant","1 HOUR","","Observed Values","Instrumental - Met One Sonic Anemometer Model 50.5",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,168.834677,97.627528,358,"2014-01-10 17:00",358,"2014-01-21 08:00",357,"2014-01-03 00:00",357,"2014-01-22 12:00","","","","",351,345,328,316,264,138,49,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","079","8006","61106",1,35.35472,-120.04019,"NAD83","Std Dev Hz Wind Direction","1 HOUR","","Observed Values","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,26.568011,14.04499,73.7,"2014-01-28 21:00",73.3,"2014-01-12 01:00",68.3,"2014-01-10 04:00",66.4,"2014-01-14 07:00","","","","",61,57.2,53.2,47,36.8,24,10.4,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","079","8006","62101",1,35.35472,-120.04019,"NAD83","Outdoor Temperature","1 HOUR","","Observed Values","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.",2014,"Degrees Fahrenheit","No Events",744,8,31,365,0,0,"","","Certification not required",0,47.24328,14.347399,78,"2014-01-16 13:00",78,"2014-01-16 14:00",78,"2014-01-17 13:00",77,"2014-01-15 13:00","","","","",76,75,71,69,59,46,29,"CARRIZO PLAINS SCHOOL","9640 CARRIZO HIGHWAY","California","San Luis Obispo","","San Luis Obispo-Paso Robles, CA","2014-02-21"
"06","081","1001","42101",1,37.482934,-122.20337,"NAD83","Carbon monoxide","1 HOUR","CO 1-hour 1971","Obseved hourly values","INSTRUMENTAL - NONDISPERSIVE INFRARED",2014,"Parts per million","No Events",705,8,31,365,0,0,0,0,"Certification not required",190,0.776596,0.52798,3.2,"2014-01-16 08:00",3,"2014-01-24 08:00",2.9,"2014-01-21 08:00",2.8,"2014-01-16 07:00","","","","",2.6,2.2,1.9,1.5,1,0.7,0.25,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","42101",1,37.482934,-122.20337,"NAD83","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","8-Hour running average (end hour) of observed hourly values","",2014,"Parts per million","No Events",727,8,30,365,0,0,0,0,"Certification not required",0,0.784869,0.330568,1.6,"2014-01-03 23:00",1.6,"2014-01-04 00:00",1.5,"2014-01-03 22:00",1.5,"2014-01-04 01:00",1.6,"2014-01-03 23:00",1.5,"2014-01-06 10:00",1.5,1.4,1.3,1.2,1,0.8,0.3,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","42601",1,37.482934,-122.20337,"NAD83","Nitric oxide (NO)","1 HOUR","","Observed Values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,31,365,0,0,"","","Certification not required",0,28.105957,33.721347,197.7,"2014-01-23 07:00",175.2,"2014-01-23 08:00",170.7,"2014-01-16 08:00",164.4,"2014-01-21 08:00","","","","",150.8,133.7,107.9,73.8,38.2,15.3,1.4,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","42602",1,37.482934,-122.20337,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour","Daily Maximum 1-hour average","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,31,365,0,0,0,"","Certification not required",0,39.270968,10.770305,55.2,"2014-01-17 17:00",54.1,"2014-01-16 17:00",53,"2014-01-24 18:00",50.4,"2014-01-20 17:00","","","","",55.2,55.2,54.1,50.4,48,42.7,23.3,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","42602",1,37.482934,-122.20337,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","Observed values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,31,365,0,0,"","","Certification not required",0,25.610071,11.374224,55.2,"2014-01-17 17:00",54.1,"2014-01-16 17:00",53.3,"2014-01-17 09:00",53,"2014-01-24 18:00","","","","",50,47.5,43.9,40.3,33.9,26.6,9.3,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","42603",1,37.482934,-122.20337,"NAD83","Oxides of nitrogen (NOx)","1 HOUR","","Observed Values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",705,8,31,365,0,0,"","","Certification not required",0,53.71844,41.93897,242.4,"2014-01-23 07:00",222.4,"2014-01-23 08:00",215.9,"2014-01-16 08:00",210.9,"2014-01-21 08:00","","","","",189.6,168,147.6,111.5,72,43.4,12,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","44201",1,37.482934,-122.20337,"NAD83","Ozone","1 HOUR","Ozone 1-hour Daily 2005","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET",2014,"Parts per million","No Events",705,8,30,365,0,0,0,0,"Certification not required",374,0.027067,0.007887,0.04,"2014-01-30 14:00",0.039,"2014-01-23 15:00",0.037,"2014-01-05 13:00",0.037,"2014-01-14 13:00","","","","",0.04,0.04,0.039,0.037,0.033,0.03,0.016,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","44201",1,37.482934,-122.20337,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",726,8,30,365,0,0,0,0,"Certification not required",0,0.0191,0.007858,0.036,"2014-01-30 12:00",0.031,"2014-01-31 14:00",0.029,"2014-01-14 09:00",0.028,"2014-01-05 09:00","","","","",0.036,0.036,0.031,0.029,0.025,0.02,0.008,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","44201",1,37.482934,-122.20337,"NAD83","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values","",2014,"Parts per million","No Events",726,8,30,365,0,0,0,0,"Certification not required",0,0.0191,0.007858,0.036,"2014-01-30 12:00",0.031,"2014-01-31 14:00",0.029,"2014-01-14 09:00",0.028,"2014-01-05 09:00","","","","",0.036,0.036,0.031,0.029,0.025,0.02,0.008,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","88101",3,37.482934,-122.20337,"NAD83","PM2.5 - Local Conditions","1 HOUR","","Observed Values","Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation",2014,"Micrograms/cubic meter (LC)","No Events",740,8,31,365,0,0,"","","Certification not required",0,14.817568,11.345143,87,"2014-01-17 09:00",72,"2014-01-01 00:00",66,"2014-01-01 01:00",60,"2014-01-01 02:00","","","","",48,42,37,31,20,12,3,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
"06","081","1001","88101",3,37.482934,-122.20337,"NAD83","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2006","Daily Mean","",2014,"Micrograms/cubic meter (LC)","No Events",31,8,31,365,0,0,0,0,"Certification not required",0,14.748387,8.038983,35,"2014-01-01 00:00",32.4,"2014-01-24 00:00",27.3,"2014-01-07 00:00",24.8,"2014-01-17 00:00","","","","",35,35,32.4,24.8,20.6,13,5.9,"Redwood City","897 BARRON AVE.","California","San Mateo","Redwood City","San Francisco-Oakland-Fremont, CA","2014-02-21"
